Sales_ID,Date,Region,Country,City,Sales_Team,Account_Manager,Product_ID,Units_Sold,Revenue,Profit_Margin,Profit,Customer_ID,,,,,
493,09-06-23,Europe,Switzerland,Munich,PPG,Carlos Lopez,1020,196,103210.8,0.27,27866.92,135,,,,,
494,25-10-22,Europe,Spain,Berlin,TTD,Carlos Lopez,1030,282,100851.95,0.28,28238.55,616,,,,,
495,11-06-22,Europe,Austria,Barcelona,LSG,Carlos Lopez,1001,418,58755.47,0.46,27027.52,624,,,,,
496,04-07-22,Europe,Belgium,Madrid,BPD,Carlos Lopez,1047,122,133556.95,0.36,48080.5,748,,,,,
497,19-04-22,Europe,Germany,The Hague,BPD,Carlos Lopez,1048,31,72042.09,0.22,15849.26,10,,,,,
498,10-06-23,Europe,UK,Lyon,LSG,Carlos Lopez,1051,381,224584.8692,0.17,40392.2,127,,,,,
499,11-05-22,Europe,Germany,Seville,BPD,Carlos Lopez,1036,485,84572.88,0.31,26217.59,251,,,,,
500,22-06-23,Europe,France,Rotterdam,TTD,Carlos Lopez,1054,11,277344.13,0.35,97070.45,867,,,,,
501,25-03-23,Europe,France,Manchester,LSG,Jane Smith,1058,259,186023.77,0.41,76269.75,581,,,,,
502,12-10-22,Europe,Netherlands,Rotterdam,LSG,Jane Smith,1050,259,132013.75,0.42,55445.78,212,,,,,
503,23-06-22,Europe,Netherlands,Brussels,BPD,Aki Tanaka,1027,308,103041.4,0.19,19577.87,434,,,,,
504,16-08-22,Europe,Belgium,Madrid,LSG,John Doe,1058,1,499304.11,0.45,224686.85,692,,,,,
505,26-06-22,Europe,Italy,Leipzig,PPG,Aki Tanaka,1015,239,58157.35,0.22,12794.62,746,,,,,
506,21-05-23,Europe,Austria,Dortmund,TTD,Jane Smith,1002,430,19211.05923,0.33,6792.1,208,,,,,
507,09-01-23,Europe,France,Bern,PPG,Aki Tanaka,1009,255,586574.96,0.16,93851.99,816,,,,,
508,03-02-23,Europe,Italy,Berlin,PPG,Aki Tanaka,1059,384,215111.59,0.18,38720.09,376,,,,,
509,09-01-23,Europe,Spain,Zurich,BPD,Aki Tanaka,1040,134,192818.69,0.37,71342.92,304,,,,,
510,26-07-22,Europe,Netherlands,Rome,PPG,John Doe,1032,342,193489.12,0.37,71590.97,443,,,,,
511,22-01-22,Europe,Switzerland,Geneva,PPG,John Doe,1005,203,59612.22348,0.32,17929.71,237,,,,,
512,30-03-22,Europe,Italy,Vienna,BPD,John Doe,1035,184,594114.54,0.36,213881.23,717,,,,,
513,30-04-23,Europe,Austria,Hamburg,LSG,Jane Smith,1009,282,68972.5562,0.41,29822.88,965,,,,,
514,22-06-22,Europe,Belgium,Manchester,LSG,Aki Tanaka,1047,445,131074.66,0.4,52429.86,581,,,,,
515,07-04-22,Europe,UK,Rome,LSG,John Doe,1008,490,401762.02,0.41,164722.43,235,,,,,
516,08-05-23,Europe,Switzerland,Liege,LSG,John Doe,1003,471,9133.199363,0.24,1916.58,612,,,,,
517,27-01-22,Europe,UK,Berlin,PPG,Jane Smith,1003,358,212490.6631,0.4,79889.13,614,,,,,
518,01-06-23,Europe,Switzerland,Edinburgh,LSG,John Doe,1003,326,54952.73216,0.42,23903.72,566,,,,,
519,27-04-22,Europe,France,Uppsala,LSG,Aki Tanaka,1033,294,132729.3,0.31,41146.08,212,,,,,
520,28-09-22,Europe,Sweden,Antwerp,LSG,Aki Tanaka,1019,95,169072.71,0.31,52412.54,73,,,,,
521,23-03-23,Europe,France,The Hague,LSG,John Doe,1048,303,62903.84,0.15,9435.58,245,,,,,
522,26-05-23,Europe,Sweden,Berlin,LSG,Carlos Lopez,1032,22,248390.3418,0.46,122414.07,445,,,,,
523,15-04-22,Europe,Belgium,London,TTD,Jane Smith,1030,131,493918.27,0.34,167932.21,123,,,,,
524,07-04-22,Europe,Austria,Hamburg,LSG,John Doe,1043,184,96405.99,0.34,32778.04,15,,,,,
525,25-10-22,Europe,UK,Zurich,LSG,John Doe,1015,26,70323.2,0.42,29535.74,611,,,,,
526,15-02-23,Europe,Italy,Antwerp,PPG,Carlos Lopez,1030,322,202755.5035,0.33,64751.89,517,,,,,
527,10-08-22,Europe,Belgium,Lausanne,LSG,Carlos Lopez,1058,22,38820.95,0.3,11646.28,457,,,,,
528,27-02-22,Europe,France,Birmingham,BPD,Jane Smith,1008,313,74101.08543,0.16,11412.06,104,,,,,
529,23-04-23,Europe,Netherlands,Munich,LSG,Jane Smith,1004,28,195851.1525,0.38,78487.24,44,,,,,
530,11-05-22,Europe,Netherlands,Marseille,TTD,John Doe,1003,143,52130.54,0.31,16160.47,776,,,,,
531,19-11-22,Europe,UK,Uppsala,PPG,John Doe,1029,198,104826.68,0.48,50316.81,307,,,,,
532,06-04-23,Europe,Switzerland,Amsterdam,LSG,John Doe,1022,125,532662.21,0.45,239697.99,884,,,,,
533,06-02-23,Europe,Netherlands,Berlin,BPD,Jane Smith,1043,480,513627.66,0.18,92452.98,834,,,,,
534,27-05-22,Europe,Italy,Gothenburg,PPG,Jane Smith,1024,21,187698.65,0.4,75079.46,840,,,,,
535,02-08-22,Europe,UK,Eindhoven,TTD,Jane Smith,1055,281,110119.9951,0.38,40278.14,578,,,,,
536,02-08-22,Europe,Italy,Ghent,TTD,John Doe,1007,213,19579.16833,0.44,8292.14,631,,,,,
537,19-06-23,Europe,France,Salzburg,BPD,Jane Smith,1042,467,135757.8,0.49,66521.32,314,,,,,
538,15-06-23,Europe,Germany,Hamburg,PPG,John Doe,1050,396,36890.76,0.32,11805.04,6,,,,,
539,09-05-22,Europe,Belgium,Gothenburg,TTD,John Doe,1050,74,252239.27,0.41,103418.1,385,,,,,
540,08-02-22,Europe,Austria,Valencia,TTD,Aki Tanaka,1012,358,43898.79,0.44,19315.47,20,,,,,
541,19-08-22,Europe,Switzerland,Ghent,PPG,Carlos Lopez,1036,302,32381.26,0.37,11981.07,4,,,,,
542,23-08-22,Europe,France,Gothenburg,BPD,Carlos Lopez,1003,89,258295.21,0.21,54241.99,851,,,,,
543,09-03-22,Europe,Switzerland,Eindhoven,LSG,Aki Tanaka,1013,381,109010.12,0.2,21802.02,152,,,,,
544,26-03-23,Europe,UK,Birmingham,TTD,Jane Smith,1032,250,75339.96,0.4,30135.98,314,,,,,
545,21-02-23,Europe,France,Bern,TTD,Carlos Lopez,1009,251,439291.8042,0.49,208312.37,633,,,,,
546,18-03-22,Europe,Belgium,Bern,TTD,John Doe,1030,16,429694.44,0.25,107423.61,467,,,,,
547,26-05-23,Europe,France,Linz,TTD,Aki Tanaka,1031,237,7204.823914,0.46,3550.75,382,,,,,
548,01-05-23,Europe,UK,The Hague,PPG,Carlos Lopez,1043,63,63985.37061,0.5,33134.28,793,,,,,
549,11-04-23,Europe,France,Graz,BPD,Aki Tanaka,1006,167,103078.6197,0.25,28016.33,740,,,,,
550,23-03-22,Europe,Belgium,Valencia,BPD,Aki Tanaka,1012,284,12716.94,0.2,2543.39,898,,,,,
551,25-03-23,Europe,Sweden,Bruges,LSG,Carlos Lopez,1023,244,115886.22,0.27,31289.28,894,,,,,
552,29-05-23,Europe,Netherlands,Glasgow,PPG,Aki Tanaka,1057,57,69116.89426,0.33,24436.38,126,,,,,
553,04-03-23,Europe,Sweden,Brussels,TTD,John Doe,1047,60,393985.4182,0.24,99719.64,375,,,,,
554,19-06-22,Europe,Sweden,Gothenburg,LSG,Aki Tanaka,1016,470,290492.59,0.49,142341.37,923,,,,,
555,02-04-23,Europe,Switzerland,Barcelona,BPD,John Doe,1059,386,155142.005,0.2,30027.92,60,,,,,
556,21-10-22,Europe,Switzerland,Vienna,PPG,John Doe,1051,77,373878.24,0.25,93469.56,621,,,,,
557,30-11-22,Europe,Spain,Graz,TTD,Jane Smith,1016,190,133502.92,0.25,33375.73,5,,,,,
558,02-11-22,Europe,Belgium,Manchester,BPD,John Doe,1021,309,148436.8931,0.34,48578.09,539,,,,,
559,23-01-23,Europe,Netherlands,Florence,TTD,John Doe,1036,97,5140.105657,0.38,2022.94,76,,,,,
560,06-03-23,Europe,UK,Milan,LSG,John Doe,1058,386,63635.9,0.16,10181.74,125,,,,,
561,01-09-22,Europe,Austria,Manchester,LSG,John Doe,1014,458,238118.3209,0.48,107429.09,846,,,,,
562,02-03-22,Europe,Austria,Leipzig,BPD,Aki Tanaka,1006,110,42316.63032,0.46,18736.5,724,,,,,
563,24-01-23,Europe,Italy,Berlin,BPD,Aki Tanaka,1008,100,483726.3279,0.5,250493.56,444,,,,,
564,06-04-23,Europe,Austria,Zurich,TTD,John Doe,1001,201,73786.47,0.3,22135.94,576,,,,,
565,30-01-22,Europe,Spain,Bern,PPG,Aki Tanaka,1020,468,513393.9358,0.15,72381.88,911,,,,,
566,07-07-22,Europe,Italy,Barcelona,LSG,John Doe,1026,280,243552.39,0.38,92549.91,36,,,,,
567,21-04-23,Europe,Austria,Eindhoven,LSG,John Doe,1008,231,118508.5335,0.2,24995.91,846,,,,,
568,06-05-22,Europe,Sweden,Naples,LSG,Aki Tanaka,1006,203,26122.94,0.33,8620.57,86,,,,,
569,15-03-22,Europe,Sweden,Munich,BPD,Carlos Lopez,1006,138,259094.86,0.18,46637.07,551,,,,,
570,16-06-22,Europe,Belgium,Vienna,BPD,Aki Tanaka,1041,24,538208.09,0.36,193754.91,424,,,,,
571,20-05-23,Europe,Sweden,Lyon,TTD,John Doe,1027,399,182098.0411,0.48,93645.15,696,,,,,
572,30-08-22,Europe,Italy,Graz,TTD,Jane Smith,1017,343,145051.01,0.32,46416.32,5,,,,,
573,29-01-22,Europe,Sweden,Manchester,TTD,John Doe,1052,133,190166.4691,0.18,32173.2,347,,,,,
574,01-01-23,Europe,Germany,London,LSG,Aki Tanaka,1053,296,489557.0503,0.16,81124.15,350,,,,,
575,22-03-23,Europe,Netherlands,Florence,BPD,Aki Tanaka,1029,426,14771.64,0.16,2363.46,367,,,,,
576,27-02-22,Europe,Switzerland,Munich,BPD,Aki Tanaka,1049,433,153084.9089,0.19,27996.62,250,,,,,
577,01-05-23,Europe,Netherlands,Manchester,TTD,Aki Tanaka,1021,117,148275.5065,0.34,52212.58,995,,,,,
578,05-02-22,Europe,UK,Gothenburg,BPD,Carlos Lopez,1004,271,138934.17,0.19,26397.49,788,,,,,
579,12-03-23,Europe,Sweden,Geneva,PPG,John Doe,1002,65,34473.4,0.24,8273.62,968,,,,,
580,04-01-22,Europe,Netherlands,Brussels,PPG,Aki Tanaka,1037,426,301092.85,0.26,78284.14,952,,,,,
581,27-03-22,Europe,Sweden,Nice,PPG,John Doe,1020,258,76559.96,0.16,12249.59,288,,,,,
582,10-02-23,Europe,Sweden,Berlin,BPD,John Doe,1001,37,364933.473,0.27,104242.67,346,,,,,
583,15-05-22,Europe,Belgium,Graz,PPG,John Doe,1009,408,145149.75,0.21,30481.45,80,,,,,
584,27-11-22,Europe,Austria,Amsterdam,LSG,John Doe,1031,268,448645.92,0.19,85242.72,494,,,,,
585,04-02-22,Europe,Italy,Amsterdam,BPD,Carlos Lopez,1004,208,305101.31,0.48,146448.63,958,,,,,
586,07-05-22,Europe,Belgium,Antwerp,TTD,John Doe,1004,164,129552.5,0.39,50525.48,138,,,,,
587,21-08-22,Europe,UK,Vienna,PPG,Jane Smith,1045,11,149410.08,0.24,35858.42,130,,,,,
588,25-11-22,Europe,Austria,London,PPG,Jane Smith,1007,300,330937.51,0.26,86043.75,459,,,,,
589,24-02-23,Europe,Spain,Amsterdam,PPG,Carlos Lopez,1039,489,532628.5933,0.32,164945.45,599,,,,,
590,08-02-23,Europe,Switzerland,Florence,PPG,Aki Tanaka,1024,14,14296.94171,0.47,5875.34,494,,,,,
591,26-10-22,Europe,Germany,Geneva,BPD,John Doe,1058,285,140503.26,0.19,26695.62,916,,,,,
592,04-08-22,Europe,Belgium,London,TTD,Aki Tanaka,1015,100,445687.19,0.38,169361.13,239,,,,,
593,01-05-22,Europe,Spain,Glasgow,PPG,Jane Smith,1017,194,63946.27152,0.47,28248.86,420,,,,,
594,08-05-22,Europe,Sweden,Lund,LSG,Carlos Lopez,1052,35,38753.21,0.36,13951.16,856,,,,,
595,15-08-22,Europe,Netherlands,Madrid,PPG,Aki Tanaka,1034,63,214995.25,0.45,96747.86,290,,,,,
596,13-09-22,Europe,France,Geneva,BPD,Jane Smith,1031,160,56857.03,0.38,21605.67,119,,,,,
597,17-11-22,Europe,France,Brussels,BPD,Carlos Lopez,1009,438,570032.52,0.18,102605.85,979,,,,,
598,13-09-22,Europe,Belgium,Antwerp,LSG,Jane Smith,1028,298,185218.12,0.33,61121.98,192,,,,,
599,21-05-23,Europe,Italy,Stockholm,TTD,John Doe,1050,216,246184.9564,0.16,42200.76,576,,,,,
600,15-04-23,Europe,Italy,London,LSG,Aki Tanaka,1005,219,105220.3679,0.33,36618.71,854,,,,,
601,10-08-22,Europe,Spain,Antwerp,BPD,Jane Smith,1039,86,150955.62,0.34,51324.91,501,,,,,
602,09-06-23,Europe,UK,Malmo,LSG,Carlos Lopez,1033,346,16913.13,0.41,6934.38,573,,,,,
603,14-12-22,Europe,UK,Basel,BPD,Aki Tanaka,1031,249,16260.2,0.16,2601.63,649,,,,,
604,18-08-22,Europe,Austria,Glasgow,TTD,Aki Tanaka,1003,444,59928.83,0.28,16780.07,90,,,,,
605,17-05-23,Europe,Spain,Bern,LSG,John Doe,1052,100,122897.6899,0.41,53984.16,531,,,,,
606,02-10-22,Europe,Switzerland,Seville,LSG,Aki Tanaka,1003,304,21874.09179,0.3,6316.42,235,,,,,
607,23-12-22,Europe,Sweden,London,PPG,John Doe,1038,127,383337.63,0.45,172501.93,405,,,,,
608,16-09-22,Europe,Sweden,Barcelona,BPD,Aki Tanaka,1001,14,202638.63,0.38,77002.68,685,,,,,
609,04-06-22,Europe,Belgium,London,PPG,Carlos Lopez,1013,339,202443.29,0.38,76928.45,374,,,,,
610,14-12-22,Europe,Sweden,Nice,PPG,Carlos Lopez,1009,129,77107.07,0.28,21589.98,744,,,,,
611,13-05-23,Europe,UK,London,TTD,Carlos Lopez,1005,418,471137.2706,0.23,116095.15,780,,,,,
612,15-04-23,Europe,Italy,Graz,PPG,Aki Tanaka,1007,316,51413.97167,0.4,21688.55,594,,,,,
613,23-01-22,Europe,Switzerland,Madrid,PPG,John Doe,1049,129,622632.9313,0.24,140453.05,941,,,,,
614,04-09-22,Europe,UK,Antwerp,PPG,Aki Tanaka,1047,104,145350.55,0.46,66861.25,679,,,,,
615,11-04-22,Europe,France,Stockholm,BPD,Carlos Lopez,1007,389,148174.71,0.48,71123.86,649,,,,,
616,06-02-23,Europe,Austria,London,LSG,Jane Smith,1002,270,357393.49,0.38,135809.53,315,,,,,
617,26-01-22,Europe,France,Manchester,BPD,Aki Tanaka,1059,475,281397.2318,0.15,39673.36,102,,,,,
618,04-03-23,Europe,Germany,Lund,TTD,Carlos Lopez,1050,2,17172.19298,0.46,8330.54,172,,,,,
619,01-04-23,Europe,Germany,Rome,LSG,Carlos Lopez,1001,495,423670.2001,0.2,87757.6,291,,,,,
620,30-05-22,Europe,Austria,Manchester,BPD,Aki Tanaka,1002,22,211888.71,0.33,69923.27,101,,,,,
621,17-01-22,Europe,Spain,Rome,BPD,Aki Tanaka,1039,317,342465.3872,0.18,57939.81,699,,,,,
622,17-01-23,Europe,UK,Bern,LSG,Aki Tanaka,1030,286,323476.2499,0.39,130657.35,908,,,,,
623,04-10-22,Europe,Austria,Brussels,BPD,Jane Smith,1057,395,360805.48,0.31,111849.7,174,,,,,
624,29-01-22,Europe,Belgium,Gothenburg,PPG,Carlos Lopez,1040,143,76598.20253,0.49,35277.88,234,,,,,
625,27-11-22,Europe,Sweden,Turin,TTD,Carlos Lopez,1025,293,29307.69,0.27,7913.08,449,,,,,
626,23-11-22,Europe,Belgium,Munich,BPD,Carlos Lopez,1017,401,92001.81,0.16,14720.29,340,,,,,
627,12-05-23,Europe,Germany,Turin,LSG,Aki Tanaka,1037,103,34884.66,0.5,17442.33,621,,,,,
628,06-02-22,Europe,Netherlands,Berlin,TTD,Carlos Lopez,1005,292,519352.22,0.19,98676.92,337,,,,,
629,13-07-22,Europe,Germany,Paris,BPD,Jane Smith,1005,370,367277.87,0.37,135892.81,40,,,,,
630,15-04-22,Europe,Italy,Amsterdam,LSG,John Doe,1039,52,290857.63,0.32,93074.44,762,,,,,
631,07-03-22,Europe,Italy,Manchester,BPD,Aki Tanaka,1023,65,250192.7,0.18,45034.69,708,,,,,
632,21-01-23,Europe,France,Lyon,LSG,John Doe,1059,80,180808.4053,0.39,73031.47,386,,,,,
633,04-05-22,Europe,Belgium,Bruges,LSG,Carlos Lopez,1040,316,52092.69,0.16,8334.83,917,,,,,
634,05-09-22,Europe,Spain,Linz,BPD,Carlos Lopez,1017,251,15600.86,0.41,6396.35,365,,,,,
635,28-07-22,Europe,UK,Bilbao,LSG,John Doe,1017,385,78996.69,0.3,23699.01,66,,,,,
636,14-04-22,Europe,Netherlands,The Hague,BPD,Carlos Lopez,1054,83,16772.28,0.38,6373.47,202,,,,,
637,13-03-23,Europe,Switzerland,Liege,PPG,Jane Smith,1045,254,55803.49,0.37,20647.29,843,,,,,
638,22-01-23,Europe,Austria,Rotterdam,TTD,Aki Tanaka,1005,368,214527.2849,0.43,95538.37,336,,,,,
639,16-03-22,Europe,Switzerland,Basel,PPG,John Doe,1048,137,17930.25,0.31,5558.38,259,,,,,
640,06-03-22,Europe,Switzerland,Hamburg,BPD,John Doe,1055,483,74322.59,0.28,20810.33,909,,,,,
641,04-08-22,Europe,UK,Eindhoven,TTD,John Doe,1027,403,128713.6,0.37,47624.03,342,,,,,
642,06-05-22,Europe,Sweden,Berlin,LSG,Carlos Lopez,1039,290,301114.45,0.46,138512.65,747,,,,,
643,31-10-22,Europe,Italy,Rotterdam,LSG,Carlos Lopez,1016,373,124631.93,0.26,32404.3,172,,,,,
644,27-03-23,Europe,Austria,Basel,TTD,Jane Smith,1046,137,14711.38,0.45,6620.12,34,,,,,
645,10-02-23,Europe,Italy,Edinburgh,TTD,John Doe,1057,290,8639.300684,0.47,4295.8,437,,,,,
646,16-11-22,Europe,UK,Milan,BPD,John Doe,1002,42,285253.54,0.17,48493.1,929,,,,,
647,04-01-22,Europe,Germany,Salzburg,TTD,Aki Tanaka,1042,141,216462.68,0.26,56280.3,602,,,,,
648,01-05-22,Europe,Sweden,Lausanne,BPD,Carlos Lopez,1043,443,27314.32377,0.29,7445.2,156,,,,,
649,30-06-22,Europe,Netherlands,Vienna,PPG,Aki Tanaka,1039,334,374002.77,0.19,71060.53,366,,,,,
650,05-08-22,Europe,Belgium,Stockholm,PPG,John Doe,1005,289,541234.98,0.5,270617.49,347,,,,,
651,09-05-22,Europe,UK,London,TTD,Aki Tanaka,1059,314,363171.93,0.27,98056.42,950,,,,,
652,16-10-22,Europe,Germany,Madrid,TTD,Carlos Lopez,1011,24,244814.82,0.35,85685.19,420,,,,,
653,15-07-22,Europe,Switzerland,Leipzig,LSG,John Doe,1002,238,20516.25,0.44,9027.15,220,,,,,
654,02-05-23,Europe,Netherlands,Salzburg,LSG,Carlos Lopez,1049,192,60110.56354,0.36,20942.05,814,,,,,
655,14-04-23,Europe,Austria,Antwerp,LSG,Carlos Lopez,1031,35,52636.07992,0.33,18318.37,760,,,,,
656,15-02-22,Europe,Germany,Amsterdam,TTD,Carlos Lopez,1001,271,338258.3221,0.46,149770.39,935,,,,,
657,26-04-22,Europe,Belgium,Milan,TTD,Jane Smith,1016,337,166059.91,0.36,59781.57,719,,,,,
658,26-01-22,Europe,UK,Linz,TTD,Jane Smith,1033,497,47298.28103,0.43,19116.2,82,,,,,
659,15-11-22,Europe,France,Rotterdam,TTD,Jane Smith,1018,149,294943.38,0.38,112078.48,803,,,,,
660,25-03-23,Europe,Germany,Paris,PPG,Aki Tanaka,1028,190,152691.1,0.21,32065.13,581,,,,,
661,15-12-22,Europe,Netherlands,Milan,BPD,Aki Tanaka,1034,439,50517.13,0.39,19701.68,967,,,,,
662,13-06-22,Europe,Italy,Paris,LSG,John Doe,1048,195,131640.96,0.42,55289.2,210,,,,,
663,30-03-22,Europe,Germany,Birmingham,BPD,Aki Tanaka,1023,449,69026.77,0.44,30371.78,960,,,,,
664,31-03-22,Europe,Netherlands,Barcelona,TTD,Aki Tanaka,1056,462,250407.23,0.15,37561.08,776,,,,,
665,26-12-22,Europe,Netherlands,London,PPG,Jane Smith,1058,93,222692.64,0.29,64580.87,634,,,,,
666,28-03-22,Europe,Spain,Lausanne,LSG,John Doe,1033,302,19879.5,0.3,5963.85,459,,,,,
667,28-07-22,Europe,Netherlands,Hamburg,LSG,Jane Smith,1011,263,21067.21,0.19,4002.77,103,,,,,
668,25-08-22,Europe,Germany,Gothenburg,LSG,Jane Smith,1041,488,198657.29,0.24,47677.75,434,,,,,
669,19-06-22,Europe,UK,Bilbao,LSG,Carlos Lopez,1050,337,44636.05,0.48,21425.3,403,,,,,
670,23-05-22,Europe,UK,Salzburg,BPD,John Doe,1034,217,220981.39,0.19,41986.46,203,,,,,
671,19-04-22,Europe,Netherlands,Paris,LSG,Jane Smith,1004,374,426012.55,0.25,106503.14,766,,,,,
672,16-08-22,Europe,UK,Bern,PPG,Jane Smith,1055,361,433284.37,0.46,199310.81,406,,,,,
673,21-07-22,Europe,Germany,Salzburg,LSG,John Doe,1015,47,212288.56,0.49,104021.39,754,,,,,
674,10-04-22,Europe,Italy,Madrid,PPG,Jane Smith,1019,299,196755.82,0.39,76734.77,672,,,,,
675,16-06-22,Europe,Austria,Bern,LSG,Jane Smith,1028,219,310106.03,0.27,83728.63,78,,,,,
676,21-04-23,Europe,Sweden,Marseille,BPD,Carlos Lopez,1028,203,43488.12314,0.46,21096.86,415,,,,,
677,29-01-22,Europe,UK,Valencia,TTD,Jane Smith,1011,99,57334.40734,0.43,23172.43,626,,,,,
678,01-11-22,Europe,Sweden,Bruges,BPD,Aki Tanaka,1007,75,102093.1673,0.44,42221.85,594,,,,,
679,07-01-23,Europe,Netherlands,Gothenburg,BPD,Aki Tanaka,1037,116,272540.1435,0.35,85928.28,533,,,,,
680,15-01-23,Europe,France,Stockholm,LSG,Aki Tanaka,1053,248,228621.8487,0.16,37884.76,276,,,,,
681,25-11-22,Europe,France,Amsterdam,LSG,John Doe,1018,274,513686.23,0.26,133558.42,806,,,,,
682,11-03-22,Europe,Italy,Nice,PPG,John Doe,1053,212,20333.99,0.48,9760.32,323,,,,,
683,21-06-22,Europe,Germany,Valencia,PPG,Carlos Lopez,1015,134,5169.93,0.28,1447.58,523,,,,,
684,30-11-22,Europe,Austria,Madrid,PPG,Jane Smith,1018,431,592192.66,0.32,189501.65,938,,,,,
685,01-10-22,Europe,France,Eindhoven,PPG,John Doe,1010,336,26745.40968,0.37,9301.2,165,,,,,
686,16-02-22,Europe,France,Bruges,TTD,Aki Tanaka,1028,495,60025.96837,0.41,23688.78,37,,,,,
687,15-03-23,Europe,Italy,Zurich,TTD,Aki Tanaka,1012,297,109162.9,0.46,50214.93,808,,,,,
688,02-03-22,Europe,Sweden,Vienna,LSG,Carlos Lopez,1040,104,239178.5424,0.23,52950.46,484,,,,,
689,15-07-22,Europe,Austria,Geneva,BPD,Carlos Lopez,1045,450,48954.93,0.36,17623.77,717,,,,,
690,26-12-22,Europe,Germany,Manchester,LSG,John Doe,1016,378,80500.6,0.24,19320.14,893,,,,,
691,22-12-22,Europe,Spain,Rotterdam,BPD,Carlos Lopez,1030,345,243144.78,0.46,111846.6,212,,,,,
692,30-09-22,Europe,Germany,Madrid,LSG,Aki Tanaka,1035,385,476945.55,0.37,176469.85,651,,,,,
693,16-03-22,Europe,UK,Naples,TTD,Aki Tanaka,1003,176,113564.71,0.3,34069.41,806,,,,,
694,21-08-22,Europe,Netherlands,Rome,TTD,John Doe,1018,130,426073.89,0.38,161908.08,678,,,,,
695,24-02-22,Europe,Switzerland,Brussels,TTD,Aki Tanaka,1011,71,358160.9257,0.39,134450.51,908,,,,,
696,24-02-23,Europe,Germany,Amsterdam,PPG,Jane Smith,1036,334,405293.0285,0.19,74522.71,810,,,,,
697,09-10-22,Europe,France,Utrecht,BPD,John Doe,1042,210,6695.89,0.27,1807.89,614,,,,,
698,16-05-22,Europe,Belgium,Rome,BPD,Carlos Lopez,1003,225,338871.25,0.16,54219.4,497,,,,,
699,16-09-22,Europe,Belgium,Rotterdam,LSG,Carlos Lopez,1008,413,263118.09,0.42,110509.6,232,,,,,
700,15-09-22,Europe,Netherlands,Marseille,BPD,John Doe,1002,359,47425.97,0.24,11382.23,346,,,,,
701,31-05-23,Europe,Netherlands,Rotterdam,TTD,John Doe,1017,65,211856.7429,0.18,40855.79,261,,,,,
702,11-12-22,Europe,UK,Birmingham,PPG,Jane Smith,1001,243,32362.75,0.43,13915.98,726,,,,,
703,22-09-22,Europe,Netherlands,Berlin,TTD,Jane Smith,1015,479,138668.41,0.45,62400.78,459,,,,,
704,02-02-23,Europe,Italy,Valencia,BPD,Aki Tanaka,1010,118,47168.16929,0.15,6847.09,234,,,,,
705,28-03-22,Europe,Italy,Munich,TTD,Jane Smith,1017,493,126932.73,0.26,33002.51,669,,,,,
706,04-01-23,Europe,Switzerland,Barcelona,PPG,Carlos Lopez,1003,108,126375.0422,0.41,54643,220,,,,,
707,11-12-22,Europe,Germany,Antwerp,TTD,Jane Smith,1056,230,187964.41,0.45,84583.98,260,,,,,
708,12-04-23,Europe,Spain,Seville,PPG,John Doe,1044,27,120980.06,0.31,37503.82,266,,,,,
709,03-03-23,Europe,France,Madrid,BPD,Jane Smith,1028,283,570176.59,0.47,267983,429,,,,,
710,07-12-22,Europe,Sweden,Lyon,BPD,Aki Tanaka,1017,108,114036.19,0.34,38772.3,630,,,,,
711,04-04-22,Europe,Austria,Hamburg,LSG,Carlos Lopez,1034,365,86539.7,0.36,31154.29,907,,,,,
712,13-04-23,Europe,UK,Zurich,LSG,Carlos Lopez,1040,2,160503.0531,0.22,37238.77,644,,,,,
713,05-07-22,Europe,UK,Paris,TTD,Carlos Lopez,1004,84,257593.74,0.38,97885.62,529,,,,,
714,22-03-22,Europe,Spain,Dortmund,TTD,John Doe,1019,176,64854.08,0.24,15564.98,168,,,,,
715,19-10-22,Europe,Netherlands,Milan,PPG,Jane Smith,1015,401,157000.84,0.34,53380.29,54,,,,,
716,20-12-22,Europe,Austria,Berlin,LSG,Jane Smith,1025,39,323380.71,0.38,122884.67,878,,,,,
717,25-05-23,Europe,Netherlands,Bilbao,BPD,John Doe,1044,250,11191.62283,0.27,3237.39,916,,,,,
718,05-05-23,Europe,Netherlands,Berlin,TTD,Jane Smith,1016,295,335171.1429,0.43,154409.45,77,,,,,
719,02-02-22,Europe,Austria,Stockholm,TTD,Aki Tanaka,1030,392,542919.6556,0.38,198581.51,340,,,,,
720,03-05-22,Europe,Switzerland,Bruges,PPG,Jane Smith,1035,302,57755.98,0.15,8663.4,569,,,,,
721,09-12-22,Europe,France,Hamburg,PPG,John Doe,1047,387,143117.5,0.35,50091.12,503,,,,,
722,08-06-22,Europe,Spain,Antwerp,TTD,Carlos Lopez,1023,255,187422.32,0.17,31861.79,729,,,,,
723,06-04-23,Europe,France,Gothenburg,BPD,Jane Smith,1014,193,164070.38,0.26,42658.3,346,,,,,
724,09-04-22,Europe,Belgium,Lund,PPG,Aki Tanaka,1050,285,32860.34,0.39,12815.53,440,,,,,
725,09-02-22,Europe,Netherlands,Paris,LSG,John Doe,1057,113,257148.4,0.23,59144.13,842,,,,,
726,04-04-23,Europe,Austria,Rotterdam,PPG,Aki Tanaka,1013,31,212190.2838,0.19,42517.57,930,,,,,
727,29-01-22,Europe,Germany,Basel,TTD,Jane Smith,1029,71,51413.37273,0.28,13530.75,14,,,,,
